,file,language,label,text
29,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,bg,Paragraph,"1 2 3 4 5 Изключете машината и захранващия кабел. Избършете всички външни повърхности с влажна кърпа. Каната за кафе (F) и капакът на каната могат да се мият в съдомиялна машина. Никога не използвайте разяждащи или абразивни почистващи препарати и никога не потапяйте машината в течност! За да почистите държача на филтъра (E), повдигнете дръжката и извадете държача на филтъра. За да почистите филтърния клапан добре, завъртете го няколко пъти, докато го изплаквате. Отстраняването на котлен камък е препоръчително да се извършва редовно, в зависимост от твърдостта на водата. Напълнете резервоара с вода и декалцификатора съгласно инструкциите на продукта. След това следвайте стъпки 9 и 10. Поставете кана за кафе (F) с капака върху загряващата плоча (G). Оставете декалцификатора да подейства за около 15 минути, след което включете машината. Изключете машината, когато разтворът престане да преминава през нея. При необходимост повторете процеса. Оставете машината да работи поне два пъти с обикновена вода. След това добре изплакнете каната за кафе (F), капака на каната и държача на филтъра (E) под течаща вода. Активирайте филтърния клапан многократно по време на процеса на изплакване. GB NL BG FR DE GR PT ES опасности. Децата не трябва да играят с уреда. Почистването и потребителската поддръжка не трябва да се извършват от деца без надзор. Уредът може да бъде свързан само към захранване, чието напрежение и честота отговарят на спецификациите на табелата с работни показатели! Никога не използвайте и не вдигайте уреда, ако: – захранващият кабел е повреден, – корпусът е повреден. Уредът трябва да бъде свързан само към заземен контакт. Ако е необходимо, може да се използва удължителен кабел за 10 A. Ако уредът или захранващият кабел са повредени, той трябва да бъде заменен от производителя, неговия сервизен представител или подобно квалифицирано лице, за да се избегне опасност. Винаги поставяйте уреда върху равна и плоска повърхност. Никога не оставяйте уреда без надзор, докато е свързан към електрическата мрежа. Уредът трябва да се изключи и щепселът да се извади всеки път след употреба, преди почистване и поддръжка. Уредът и аксесоарите се нагряват по време на работа. Използвайте само определени за целта дръжки и копчета. Оставете да се охлади преди да приберете за съхранение. Главният кабел не трябва да влиза в контакт с горещи части на уреда. Не потапяйте уреда във вода или в друга течност. Не превишавайте максималния обем на пълнене, както е указано на уредите. Не използвайте и не поставяйте уреда върху гореща повърхност или близо до източник на топлина. Този уред е предназначен за употреба в домашни и подобни условия: – кухненски зони за персонал в магазини, офиси и други работни места; – ферми; – от клиенти в хотели, мотели и друг вид жилищно настаняване; – хотели, които предлагат нощувка и закуска. Кафе машината не трябва да се поставя в шкафове, докато работи. Рециклирайте материалите със символа. Поставете опаковката в подходящи контейнери, за да я рециклирате. Помогнете за опазването на околната среда и човешкото здраве, и за рециклирането на отпадъци от електрически и електронни уреди. ПРОБЛЕМ ВЪЗМОЖНА ПРИЧИНА РЕШЕНИЕ ДЕПОНИРАНЕ Този символ върху продукта показва, че този продукт съдържа батерия, която не трябва да се изхвърля заедно с обикновените битови отпадъци. Този символ върху продукта или върху неговата опаковка показва, че продуктът не може да се третира като битов отпадък. За да рециклирате вашия продукт, моля, занесете го в официален пункт за събиране на отпадъци или в сервизен център на AEG, който може да премахне и рециклира батерията и електрическите части по безопасен и професионален начин. Следвайте правилата на вашата страна за разделно събиране на електрически продукти и акумулаторни батерии. AEG си запазва правото да променя продукти, информация и спецификации без предизвестие. GB NL BG FR DE GR PT ES Не са необходими действия за адаптиране на продукта към 50 или 60 Hz. Продуктът ще се регулира сам. GB NL BG FR DE GR PT ES Признаци Възможни причини Захранването не е свързано или превключвателя ВКЛ./ ИЗКЛ. не е включен. В резервоара за вода няма вода. В резервоара за вода се образува прекалено много варовик. Клапанът против капане в държача на филтъра е запушен от останалото мляно кафе. Намерено е мляно кафе в каната за кафе. В държача на филтъра няма хартиен филтър за кафе. Свържете захранващия кабел в заземен стенен контакт и включете превключвателя ВКЛ./ИЗКЛ. Напълнете резервоара за вода със студена вода. Извършете процедурата за отстраняване на варовик. Отстранете запушващите частици и почистете клапана против капане. Винаги използвайте нов хартиен филтър за кафе в държача на филтъра, когато варите кафе. Кафето не се вари. Държачът на филтъра тече. Намерено е мляно кафе в каната за кафе. Решения"
30,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,bg,Header_0,ОТСТРАНЯВАНЕ НА НЕИЗПРАВНОСТИ
31,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,nl,Paragraph,"GB NL BG FR DE GR PT ES Bedankt dat u voor een AEG-product heeft gekozen. Gebruik voor de beste resultaten altijd originele AEG-accessoires en vervangingsonderdelen. Deze zijn speciaal ontworpen voor uw product. Dit product is ontworpen om het milieu te sparen. Alle plastic onderdelen zijn gemarkeerd voor recyclingdoeleinden. . Ga naar onze website voor: Advies over gebruik, brochures, het oplossen van problemen en onderhoudsinformatie: www.aeg.com/webselfservice Registreer uw product voor een betere service: www.registeraeg.com Koop accessoires en verbruiksartikelen voor uw apparaat: www.aeg.com/shop . KLANTENSERVICE Als u contact opneemt met de klantenservice zorg dat u de volgende gegevens bij de hand hebt. De informatie staat op het typeplaatje. Model, productnummer, serienummer. Waarschuwing / Belangrijke veiligheidsinformatie Algemene informatie en tips Milieu-informatie GB NL BG FR DE GR PT ES"
32,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,nl,Header_0,ONDERDELEN
33,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,nl,Paragraph,A B C D E F G H I J K *afhankelijk van het model AAN/UIT-schakelaar met stroomindicatorlampje Waterreservoir Waterniveau-aanduiding Scharnierend deksel Filterhouder met druppelvanger Glazen koﬀiekan Verwarmingsplaatje* Netsnoer & stekker Aromaknop Maatschepje Roestvrijstalen thermoskan* A F G H B C I D E K J GB NL BG FR DE GR PT ES
34,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,nl,Header_0,AAN DE SLAG
35,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,nl,Paragraph,"1 2 3 4 5 6 Plaats het apparaat op een vlak oppervlak. Vul de reservoir met koud water als u het apparaat voor de eerste keer aanzet. Het apparaat met de Aan/Uit-knop inschakelen Laat een of twee keer een vol reservoir met water door het apparaat lopen om het te reinigen, zonder gebruik te maken van een papieren ﬁlter of koﬀie. Koﬀie zetten: open het deksel en vul het waterreservoir met vers koud water tot op het gewenste niveau. Er bevindt zich een waterniveau-indicator voor 2-10 grote koppen/3-15 kleine kopjes in de watertank. Plaats het papieren ﬁlter in de ﬁlterhouder en vul deze met gemalen koﬀie. Naast de watermeter bevindt zich een meter voor het aanbevolen aantal lepels koﬀie. Voor middelsterke koﬀie is één maatschepje (ca. 6-7 g) per kopje voldoende. Sluit het deksel van de watertank en plaats de kan (compleet met deksel) op de verwarmingsplaat. Het apparaat met de Aan/Uit-knop inschakelen Het stroomindicatorlampje gaat branden en er stroomt warm water in het ﬁlter. Als er geen water meer stroomt, houdt de verwarmingsplaat de koﬀie warm totdat het apparaat met de AAN/ UIT-knop wordt uitgeschakeld. Als de machine niet handmatig wordt uitgeschakeld, schakelt de veiligheidsauto-uitschakelfunctie de machine na 40 minuten uit. Als de kan wordt verwijderd, voorkomt het ﬁlterventiel dat er koﬀie op de verwarmingsplaat druppelt. Tijdens het koﬀie zetten mag de kan niet langer dan 30 seconden worden verwijderd, anders loopt het ﬁlter over. De Aroma Selector verlengt de zettijd voor een maximale smaakextractie en sterkere koﬀie voor een klein aantal kopjes (normaal gesproken minder dan 6). Druk op de knop Aroma en het aromapictogram gaat aan. GB NL BG FR DE GR PT ES"
36,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,nl,Header_0,VEILIGHEIDSADVIES
37,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,nl,Paragraph,"Dit apparaat is niet bedoeld voor gebruik door personen (waaronder kinderen) met beperkte lichamelijke, zintuiglijke of verstandelijke capaciteiten of een gebrek aan ervaring en kennis, tenzij dit onder toezicht gebeurt van een voor hun veiligheid verantwoordelijke persoon of tenzij ze van een dergelijke persoon instructies hebben gekregen over het bediening van het apparaat. Houd toezicht op kinderen om te voorkomen dat zij met het apparaat gaan spelen. Dit apparaat kan worden gebruikt door kinderen van 8 jaar en ouder en door mensen met beperkte lichamelijke, zintuiglijke of verstandelijke capaciteiten of een gebrek aan ervaring en kennis, indien zij onder toezicht staan of instructies hebben gekregen over het veilig gebruiken van het apparaat en indien zij de eventuele gevaren begrijpen. Kinderen mogen niet met het apparaat spelen. Reiniging en onderhoud mag niet zonder toezicht door kinderen worden uitgevoerd."
38,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,nl,Header_1,ONDERHOUD EN REINIGEN
39,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,nl,Paragraph,"Schakel de machine uit en trek de stekker uit het stopcontact. Veeg alle buitenoppervlakken af met een vochtige doek. Koﬀiekan (F) en kan zijn vaatwasserbestendig. Gebruik nooit caustische of schurende reinigingsmiddelen, en dompel de machine nooit onder in vloeistof! De ﬁlterhouder (E) reinigen, til de handgreep op en verwijder de ﬁlterhouder. De ﬁlterklep reinigen draai het een paar keer goed rond tijdens het spoelen. Ontkalken is regelmatig aanbevolen, afhankelijk van de waterhardheid. Vul het reservoir met water en ontkalker volgens de productinstructies, volg dan stap 9 en 10 op. Plaats de koﬀiekan (F) met het bijbehorende deksel op de warmhoudplaat (G). Laat de ontkalker zijn werking doen gedurende ongeveer 15 minuten, schakel de machine dan in. Schakel het apparaat uit als de oplossing is opgehouden met erdoorheen stromen. Herhaal indien nodig het ontkalkingsproces. Laat de machine minstens tweemaal draaien met gewoon water. Spoel vervolgens de koﬀiekan grondig (F), kan het deksel en de ﬁlterhouder (E) onder stromend water, activeer de ﬁlterklep herhaaldelijk tijdens de spoelbeurt proces. 1 2 3 4 5 GB NL BG FR DE GR PT ES Het apparaat mag uitsluitend op een stroomtoevoer worden aangesloten waarvan het voltage en de frequentie aan de speciﬁcaties op het typeplaatje voldoen! Gebruik het apparaat nooit en til het niet op als het snoer of de behuizing beschadigd is. Het apparaat mag alleen op een geaard stopcontact worden aangesloten. Indien nodig mag een verlengsnoer worden gebruikt dat geschikt is voor 10 A. Als het apparaat of de voedingskabel beschadigd is, moet de fabrikant of diens technische dienst of een gekwaliﬁceerd persoon deze vervangen teneinde gevaarlijke situaties te voorkomen. Plaats het apparaat op een plat, eﬀen oppervlak. Laat het apparaat nooit onbeheerd achterals het op de stroom is aangesloten. Het apparaat moet vóór reiniging en onderhoud worden uitgeschakeld en de stekker moet na elk gebruik en bij onderhoud en reiniging worden verwijderd. Het apparaat en de accessoires worden heet tijdens gebruik. Gebruik alleen de speciale handvaten en knoppen. Laat het apparaat afkoelen voordat u het opnieuw start of opbergt. Het stroomsnoer mag niet in contact komen met de hete delen van het apparaat. Dompel het apparaat nooit onder in water of andere vloeistoﬀen. Het maximale vulvolume zoals aangegeven op de apparaten niet overschrijden. Het apparaat niet gebruiken of plaatsen op een heet oppervlak of in de buurt van een warmtebron. Dit apparaat is bedoeld voor huishoudelijk gebruik en soortgelijke toepassingen, zoals: – personeelskeukens in winkels, kantoren of andere werkomgevingen; – boerderijen; – door gasten in hotels, motels en andere overnachtingsomgevingen; – bed-and-breakfast-accommodaties. Het koﬀiezetapparaat moet niet in een kast worden geplaatst tijdens gebruik. Er is geen actie nodig om het product aan te passen voor 50 of 60Hz. Het product past zichzelf aan. GB NL BG FR DE GR PT ES Recycle de materialen met het symbool. Gooi de verpakking in een geschikte verzamelcontainer om het te recyclen. Help om het milieu en de volksgezondheid te beschermen en recycle het afval van elektrische en elektronische apparaten."
40,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,nl,Header_1,PROBLEEM MOGELIJKE OORZAAK OPLOSSING VERWIJDEREN
41,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,nl,Paragraph,"Dit symbool op het product geeft aan dat dit product een batterij bevat die niet mag worden weggegooid met het gewone huishoudelijke afval. Dit symbool op het product of op de verpakking geeft aan dat het product niet als huishoudelijk afval mag worden behandeld. Breng uw product naar een oﬀicieel inzamelpunt of naar een AEG-servicecentrum om de batterij en elektrische onderdelen op een veilige en professionele manier te recyclen. Volg de voorschriften in uw land voor de aparte inzameling van elektrische producten en heroplaadbare batterijen. AEG behoudt zich het recht voor om producten, informatie en speciﬁcaties zonder voorafgaande kennisgeving te wijzigen. Symptomen Mogelijke oorzaken De stroomtoevoer is niet aangesloten of de AAN/UIT- schakelaar is niet ingeschakeld. Geen water in het waterreservoir. Er wordt te veel kalkaanslag gevormd in het waterreservoir. De anti-druppelklep in ﬁlterhouder wordt geblokkeerd door restkoﬀie poeder. Geen papieren koﬀieﬁlter in de ﬁlter houder. Steek de stekker in een geaarde wandcontactdoos en ingeschakeld de AAN/UIT- schakelaar. Vul het waterreservoir met koud water. Ontkalkings procedure. Verwijder de verstoppingen en reinig de anti-druppelklep. Gebruik altijd een nieuwe papieren koﬀie ﬁlter in de ﬁlterhouder als er koﬀie wordt gezet. Er wordt geen koﬀie gezet. Filterhouder lekt. Koﬀiepoeder in de koﬀiekan. Oplossingen"
42,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,nl,Header_0,PROBLEEMOPLOSSING
43,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,fr,Paragraph,"GB NL BG FR DE GR PT ES Merci d'avoir choisi un produit AEG. Aﬁn d'obtenir les meilleurs résultats, utilisez toujours des accessoires et pièces de rechange d'origine AEG. Ils ont été conçus spécialement pour votre produit. Ce produit a été conçu dans le respect de l'environnement. Tous les éléments en plastique sont marqués d'un symbole de recyclage. Visitez notre site Web pour: Obtenir des conseils d'utilisation, des brochures, un dépanneur, des informations sur le service : www.aeg.com/webselfservice Enregistrez votre produit pour un meilleur service : www.registeraeg.com Achetez des accessoires et des consommables pour votre appareil : www.aeg.com/shop . SERVICE ET ASSISTANCE À LA CLIENTÈLE Avant de contacter le service, assurez-vous de disposer des informations suivantes : Les informations se trouvent sur la plaque signalétique. Modèle, PNC, Numéro de série. Avertissement/Mise en garde-Information de sécurité Informations générales et conseils Informations environnementales GB NL BG FR DE GR PT ES"
44,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,fr,Header_0,COMPOSANTS
45,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,fr,Paragraph,A B C D E F G H I J K *en fonction du modèle Interrupteur marche/arrêt avec voyant d'alimentation Réservoir d'eau Indicateur de niveau d'eau Couvercle à charnière Porte-ﬁltre avec valve anti-goutte Cafetière en verre Plaque chauﬀante* Cordon d'alimentation et ﬁche Bouton pour régler l’arôme Cuillère à mesurer Pichet thermique en acier inoxydable* A F G H B C I D E K J GB NL BG FR DE GR PT ES
46,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,fr,Header_0,POUR COMMENCER
