,file,language,label,text
36,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"Each time the appliance is turned off, it performs an automatic rinse cycle which cannot be interrupted. Danger Of burns! During rinsing, a little hot water flows from the coffee spouts. Avoid contact with splashes of water. To turn the appliance off, press the button (fig. 6). The appliance performs a rinse cycle, then goes off. Please note : If the appliance is not used for an extended period, also place the main switch in the 0 position (fig. 3). Important! To avoid damaging the appliance, do not place the main switch (fig. 3) in the 0 position until the appliance has been turned off using the button."
37,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Header_2,AUTO-OFF
38,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"Theauto-off time can be changed so that the appliance switches off after 15 or 30 minutes, or after 1, 2 or 3 hours. The set the auto-off, proceed as follows: 1. With the machine off and the main switch in I position (fig. 3), press the button and keep it pressed until the lights on the control panel come on. 2. Press the button (on the left side of the dial) until until the lights corresponding to the number of hours be- fore the appliance goes off automatically come on: 15 minutes ECO 30 minutes ECO 1 hour ECO 2 hours ECO 3 hours ECO 3. Press the button (on the left side of the dial) to confirm; the lights switch off. 11"
39,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Header_0,ENERGY SAVING
40,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"Use this function to enable or disable energy saving mode. When enabled, the function reduces energy consumption in compliance with European regulations. Energy saving mode is active when the green ECO light is on (fig. 7). 1. With the appliance off and the main switch in the I position (fig. 3), press the button and hold it down until the ECO light comes on (fig. 7). 2. To disable the mode, press the button (on the left of the dial). The ECO light flashes. 3. To re-enable the mode, press the ECO button (on the left of the dial) again. The ECO light comes on steadily. 4. Press the button (on the right of the dial) to confirm the selection. The ECO light goes off. Please note : A few seconds may elapse between energy saving mode and delivery of the first coffee as the appliance must heat up again."
41,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Header_1,WATER SOFTENER FIlTER (SOmE mODElS ONlY)
42,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"Certain models are fitted with a water softener filter. If this is not the case with your model, you are recommended to purchase one from De’Longhi Customer Services. Important: •	 Keep	in	a	cool	dry	place	out	of	direct	sunlight. •	 After	opening	the	pac,,	use	the	filter	at	once. •	 Remove	the	filte	before	descaling	the	machine. To use the filter correctly, follow the instructions below."
43,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_0,Installing the filter
44,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"1. Remove the filter from packaging and rinse the filter with about half a litre of tap water (fig. 8). 2. Rotate the calendar disk so that the next two months are displayed (fig. 9). Please note: The filter lasts about two months if the appliance is used normally. If the coffee maker is left unused with the filter installed, it will last a maximum of three weeks. 3. Remove the tank from the appliance and fill with water (fig. 1A). 4. Insert the filter in the water tank and immerse it completely, sloping it to enable the air bubbles to escape (fig. 10). 5. Insert the filter in the filter housing and press as far as it will go (fig. 11). 6. Close the tank with the lid (fig. 12), then replace the tank in the machine. 7. Place a container (min. capacity: 100 ml) under the cappuccino maker. 8. Turn the steam dial in position I to deliver hot water. 9. Let the appliance to deliver hot water for a few seconds, til the delivery flows regulary, then turn the dial in position 0. Please note: It	may	happen	that	a	single	hot	water	is	not	sufficient	to	install	 the filter: the lghts come on. In this case, repeat the installing operation from step 8. The new filter is active and you can now use the coffee maker."
45,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_2,Removing and replacing the filter
46,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"After rwo months (see date indicator) or when the appliance has not been used for 3 weeks, you should remove the filter and replace with a new one, proceeding as described at the previous paragraph."
47,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Header_2,mAkING COFFEE
48,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_1,Selecting the coffee taste
49,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"Turn the coffee taste selection dial (B6) to set the required taste. Turning it clockwise increases the quantity of coffee beans the appliance will grind and therefore the strength of the coffee obtained. Turn	the	dial	to	MIN	for	an	extra	mild	coffee	and	to	MAX	for	an	 extra strong coffee. Please note : •	 The	first	time	you	use	the	appliance,	you	will	need	to	make	 a number of coffees to identify the correct dial position through trial and error. •	 Do	not	turn	the	dial	too	far	towards	MAX,	otherwise	the	 coffee may be delivered too slowly (a drop at a time), particularly when making two cups of coffee at the same time. 12"
50,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_4,Selecting the quantity of coffee in the cup
51,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"The appliance is set by default to automatically make the following quantities of coffee: - espresso coffee, when the button is pressed (≃40ml); - long coffee when the button (≃120ml) is pressed; - two espresso coffees, when the button is pressed; - two long coffees, when the button is pressed. To change the quantity of coffee the appliance delivers automatically into the cup, proceed as described below: - press the button corresponding to the quantity to be modified and hold it down until the light flashes and the appliance starts delivering coffee. Release the button; - when the coffee in the cup reaches the required level, press the same button again to memorise the new amount. The quantity of coffee in the cup has now been programmed."
52,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_0,Adjusting the coffee mill
53,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"The coffee mill is preset in the factory to make coffee correctly and should not require adjusting initially. However, if after making the first few coffees you find that the coffee is too thin and not creamy enough or that delivery is too slow (a drop at a time), this can be corrected by adjusting the grinding adjustment dial (fig. 13). Please note : The grinding adjustment dial must only be turned when the coffee mill is in operation. If the coffee is delivered too slowly or not at all, turn one click clockwise. For fuller bodied creamier coffee, turn one click anticlockwise (do not turn more than one click at a time otherwise the coffee could be delivered a drop at a time). These adjustments will only be evident after at least 2 cups of coffee have been delivered. If this adjustment does not obtain the desired result, turn the dial another click."
54,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_2,Setting the temperature
55,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"To modify the temperature of the water used to make the coffee, proceed as follows: 1. With the appliance off and the main switch in the I position (fig. 3), press the button and hold it down until the lights on the control panel come on. 2. Press the button to select the required temperature: LOW HIGH 3. Press the button to confirm the selection. The lights go off."
56,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_3,Tips for a hotter coffee
57,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"For a hotter coffee, before delivery you are recommended to: •	 rinse	 the	 appliance	 through	 by	 pressing	 the	 button. Hot water flows out of the coffee spouts and heats the internal circuit of the machine so that the coffee delivered will be hotter. •	 warm	 the	 cups	 with	 hot	 water	 (using	 the	 hot	 water	 function); •	 set	a	hotter	coffee	temperature	(see	section	“Setting	the	 temperature”)."
58,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_1,making coffee using coffee beans
59,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"Important! Do not use caramelised or candied coffee beans as they could stick to the coffee mill and damage it. 1. Fill the container with coffee beans (fig. 9). 2. Place under the coffee spouts: - 1 cup if you want one coffee (fig. 10); - 2 cups if you want 2 coffees (fig. 11). 3. Lower the spouts as near as possible to the cup. This makes a creamier coffee (fig. 12). 4. Press the button corresponding to the number of coffees required 5. Preparation begins and the light corresponding to the selected button flashes on the control panel. Once the coffee has been made, the appliance is ready for use again. Please note : •	 While	the	coffee	maker	is	making	coffee,	delivery	can	be	 interrupted at any moment by pressing one of the coffee buttons. •	 At	the	end	of	delivery,	to	increase	the	quantity	of	coffee	 1 espresso 1 long coffee 2 long coffees 2 espresso 13 in the cup, just press (within 3 seconds) one of the coffee buttons. Please note : For hotter coffee, see the section “Tips for a hotter coffee”. Important! •	 If	the	coffee	is	delivered	a	drop	at	a	time,	too	thin	and	 not creamy enough or too cold, read the tips in the “Troubleshooting” section on page 18. •	 Lights	may	be	displayed	on	the	control	panel	during	use.	 Their meaning is given in the section “Explanation of the lights” on page 17."
60,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_0,making coffee using pre-ground coffee
61,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"Important! •	 Never	place	coffee	beans	in	the	pre-ground	coffee	funnel	 as this could damage the appliance. •		 Never	add	pre-ground	coffee	when	the	machine	is	off	or	it	 could spread through the inside of the machine and dirty it. This could damage the appliance. •		 Never	 use	 more	 than	 1	 level	 measure or it could dirty the inside of the coffee maker or block the funnel. Please note : When using pre-ground coffee, you can only make one cup of coffee at a time. 1. Make sure the appliance is on. 2. Turn the coffee taste selection dial anticlockwise as far as it will go to the position (fig. 18). 3. Make sure the funnel is not blocked, then add one level measure of pre-ground coffee (fig. 19). 4. Place a cup under the coffee spouts. 5. Press the 1 cup coffee button ( or ). 6. Preparation begins."
62,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Header_0,mAkING CAPUCCINO
63,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"Danger of burns! During preparation, steam is given off. Take care to avoid scalds. 1. When making cappuccino, prepare the coffee in a large cup; 2. Fill a container (preferably with a handle to avoid burns) with about 100 grams of milk for each cappuccino to be made. In choosing the size of the container, bear in mind that the milk doubles or triples in volume. Please note : For a richer denser froth, use skimmed or partially skimmed milk at refrigerator temperature (about 5°C). To avoid milk with poor froth or large bubbles, always clean the cappuccino maker as described in the section “Cleaning the cappuccino maker after use”. 3. Press the button. The light flashes. 4. Immerse the cappuccino maker in the milk container (fig. 20). 5. After a few seconds, when the light flashes, turn the steam dial to the I position (fig. 5). Steam is delivered from the cappuccino maker, giving the milk a creamy frothy appearance and making it more voluminous. 6. To obtain a creamier froth, rotate the container with slow upward movements. You should not deliver steam for more than 3 minutes at a time. 7. When you have obtained the required froth, stop steam delivery by turning the steam dial back to the 0 position. Danger of burns! Stop steam delivery before removing the container with the frothed milk to avoid burns caused by splashes of boiling milk. 8. Add the milk froth to the coffee prepared previously. The cappuccino is ready. Sweeten to taste and, if desired, sprinkle the froth with a little cocoa powder."
64,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_1,Cleaning the cappuccino maker after use
65,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"Clean the cappuccino maker after use to avoid the build-up of milk residues or blockages. 1. Place a container under the cappuccino maker and deliver a little water for a few seconds by rotating the steam dial to the I position (fig. 5). Then turn the steam dial to the 0 position to stop the flow of hot water. 2. Wait a few minutes for the cappuccino maker to cool down. Grip the handle of the cappuccino maker tube firmly in one hand and with the other rotate the cappuccino maker anticlockwise (fig. 16), then remove by pulling downwards. 3. Also remove the steam nozzle by pulling it downwards (fig. 17). 4. Make sure the two holes shown by the arrow in fig. 18 are not blocked. If necessary, clean with a pin. 5. Wash all parts of the cappuccino maker thoroughly with a sponge and warm water. 6. Replace the nozzle and put the cappuccino maker back on the nozzle, pushing it and turning it upwards until it is attached. 14 Important! When removing the drip tray, the grounds container must be emptied, even if it contains few grounds. If this is not done, when you make the next coffees, the grounds container may fill up more than expected and clog the machine."
66,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_0,Cleaning the drip tray and condensate tray
67,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"Important! If the drip tray is not emptied regularly, the water could overflow from the edge and seep inside or around the coffee maker. This could damage the machine, the surface it rests on or the surrounding area. The drip tray is fitted with a level indicator (red) showing the level of water it contains (fig. 25). Before the indicator protrudes from the cup tray, the drip tray must be emptied and cleaned. To remove the drip tray: 1. Remove the drip tray and the grounds container (fig. 24); 2. Empty the drip tray and grounds container and wash them; 3. Check the condensate tray and empty if necessary. 4. Replace the drip tray and grounds container."
68,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_4,Cleaning the inside of the coffee maker
69,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"Danger of electric shock! Before cleaning internal parts, the machine must be turned off (see “Turning off”) and unplugged from the mains power supply.	Never	immerse	the	coffee	maker	in	water. 1. Check regularly (about once a month) that the inside of the appliance (accessible after removing the drip tray) is not dirty. If necessary, remove coffee deposits with a sponge. 2. Remove the residues with a vacuum cleaner (fig. 26)."
70,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_1,Cleaning the water tank
71,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,Clean the water tank (A9) regularly (about once a month) with a damp cloth and a little mild washing up liquid.
72,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_2,Cleaning the coffee spouts
73,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"1. Clean the coffee spouts with a sponge or cloth (fig. 27). 2. Check the holes in the coffee spout are not blocked. If necessary, remove coffee deposits with a toothpick (fig. 28)."
74,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Header_1,hEATING WATER
75,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"Danger of burns! Never	leave	the	machine	unsupervised	while	delivering	hot	 water. Stop delivery of hot water as described below when the cup is full. The hot water spout becomes hot while water is being delivered and must be handled by the handle only. 1. possible to avoid splashes. 2. Turn the steam dial to the I position. Delivery begins. 3. Stop by turning the steam dial to the 0 position. Please note : If “Energy Saving” mode is active, you may have to wait a few seconds before the hot water is delivered."
76,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Header_0,ClEANING
77,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_3,Cleaning the coffee maker
78,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"The following parts of the machine must be cleaned regularly: - coffee grounds container (A13), - drip tray (A17) and condensate tray (A14), - water tank (A9), - coffee spouts (A12), - pre-ground coffee funnel (A6), - inside of the machine (accessible after opening the infuser door (A10)) - infuser (A11). Important! •	 Do	 not	 use	 solvents,	 abrasive	 detergents	 or	 alcohol	 to	 clean the coffee maker. With De’Longhi superautomatic coffee makers, you need not use chemical products to clean the machine. The descaler recommended by De’Longhi is made from natural and completely biodegradable substances. •		 None	of	the	components	can	be	washed	in	a	dishwasher. •		 Do	not	use	metal	objects	to	remove	encrustations	or	coffee	 deposits as they could scratch metal or plastic surfaces."
79,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Subheader_5,Cleaning the coffee grounds container
80,/content/drive/MyDrive/vdu/manuals/delonghi/delongiX_multi/2_ECAM21117B-167643.pdf,en,Paragraph,"When the light flashes, the coffee grounds container must be emptied and cleaned. Unless you clean the grounds container, the light will continue to flash and the appliance cannot be used to make coffee. To clean (with the machine on): •	 Remove	the	drip	tray	(fig.	24),	empty	and	clean.	 •		 Empty	 the	 grounds	 container	 and	 clean	 thoroughly	 to	 remove all residues left on the bottom. •		 Also	 check	 the	 condensate	 tray	 (red)	 and	 empty	 if	 necessary. 15"
